dataset,split,seed,device,model,seconds,hours,human,source,note
esol,random,0,gpu,SMILES LSTM,251.76,0.0699,4m 12s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,random,0,gpu,SchNet (3D coords),315.46,0.0876,5m 15s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,random,1,gpu,D-MPNN (2D),17362.84,4.823,4h 49m 23s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,random,1,gpu,GIN (2D),143.25,0.0398,2m 23s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,random,1,gpu,GIN (3D),121.13,0.0336,2m 1s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,random,1,gpu,SMILES LSTM,282.12,0.0784,4m 42s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,random,1,gpu,SchNet (3D coords),229.4,0.0637,3m 49s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,random,2,gpu,D-MPNN (2D),25192.31,6.9979,6h 59m 52s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,random,2,gpu,GIN (2D),134.77,0.0374,2m 15s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,random,2,gpu,GIN (3D),113.66,0.0316,1m 54s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,random,2,gpu,SMILES LSTM,289.86,0.0805,4m 50s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,random,2,gpu,SchNet (3D coords),168.48,0.0468,2m 48s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,random,3,gpu,D-MPNN (2D),26043.41,7.2343,7h 14m 3s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,random,3,gpu,GIN (2D),135.73,0.0377,2m 16s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,random,3,gpu,GIN (3D),178.35,0.0495,2m 58s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,random,3,gpu,SMILES LSTM,214.36,0.0595,3m 34s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,random,3,gpu,SchNet (3D coords),275.6,0.0766,4m 36s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,random,4,gpu,D-MPNN (2D),31066.94,8.6297,8h 37m 47s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,random,4,gpu,GIN (2D),174.91,0.0486,2m 55s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,random,4,gpu,GIN (3D),161.22,0.0448,2m 41s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,random,4,gpu,SMILES LSTM,225.49,0.0626,3m 45s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,random,4,gpu,SchNet (3D coords),271.29,0.0754,4m 31s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,scaffold,0,gpu,D-MPNN (2D),20904.0,5.8067,5h 48m 24s,history_mtime,approx from history file mtime deltas
esol,scaffold,0,gpu,GIN (3D),1036.0,0.2878,17m 16s,history_mtime,approx from history file mtime deltas
esol,scaffold,0,gpu,SMILES LSTM,6946.0,1.9294,1h 55m 46s,history_mtime,approx from history file mtime deltas
esol,scaffold,0,gpu,SchNet (3D coords),7653.0,2.1258,2h 7m 33s,history_mtime,approx from history file mtime deltas
esol,scaffold,1,gpu,D-MPNN (2D),25884.0,7.19,7h 11m 24s,history_mtime,approx from history file mtime deltas
esol,scaffold,1,gpu,GIN (3D),1021.0,0.2836,17m 1s,history_mtime,approx from history file mtime deltas
esol,scaffold,1,gpu,SMILES LSTM,5129.0,1.4247,1h 25m 29s,history_mtime,approx from history file mtime deltas
esol,scaffold,1,gpu,SchNet (3D coords),9287.0,2.5797,2h 34m 47s,history_mtime,approx from history file mtime deltas
esol,scaffold,2,gpu,D-MPNN (2D),21214.8,5.893,5h 53m 35s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,scaffold,2,gpu,GIN (2D),140.09,0.0389,2m 20s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,scaffold,2,gpu,GIN (3D),200.26,0.0556,3m 20s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,scaffold,2,gpu,SMILES LSTM,231.44,0.0643,3m 51s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,scaffold,2,gpu,SchNet (3D coords),289.4,0.0804,4m 49s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,scaffold,3,gpu,D-MPNN (2D),25078.14,6.9662,6h 57m 58s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,scaffold,3,gpu,GIN (2D),161.94,0.045,2m 42s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,scaffold,3,gpu,GIN (3D),173.32,0.0481,2m 53s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,scaffold,3,gpu,SMILES LSTM,179.69,0.0499,2m 60s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,scaffold,3,gpu,SchNet (3D coords),296.56,0.0824,4m 57s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,scaffold,4,gpu,D-MPNN (2D),19359.04,5.3775,5h 22m 39s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,scaffold,4,gpu,GIN (2D),123.46,0.0343,2m 3s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,scaffold,4,gpu,GIN (3D),144.65,0.0402,2m 25s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,scaffold,4,gpu,SMILES LSTM,160.48,0.0446,2m 40s,notebook_cell,Jupyter cell wall time (HPO + final train)
esol,scaffold,4,gpu,SchNet (3D coords),241.45,0.0671,4m 1s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,0,gpu,D-MPNN (2D),7490.72,2.0808,2h 4m 51s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,0,gpu,GIN (2D),74.92,0.0208,1m 15s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,0,gpu,GIN (3D),83.61,0.0232,1m 24s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,0,gpu,SMILES LSTM,126.17,0.035,2m 6s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,0,gpu,SchNet (3D coords),120.53,0.0335,2m 1s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,1,gpu,D-MPNN (2D),6259.28,1.7387,1h 44m 19s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,1,gpu,GIN (2D),71.88,0.02,1m 12s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,1,gpu,GIN (3D),93.54,0.026,1m 34s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,1,gpu,SMILES LSTM,129.61,0.036,2m 10s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,1,gpu,SchNet (3D coords),158.51,0.044,2m 39s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,2,gpu,D-MPNN (2D),7565.61,2.1016,2h 6m 6s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,2,gpu,GIN (2D),66.56,0.0185,1m 7s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,2,gpu,GIN (3D),69.22,0.0192,1m 9s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,2,gpu,SMILES LSTM,131.55,0.0365,2m 12s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,2,gpu,SchNet (3D coords),140.06,0.0389,2m 20s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,3,gpu,D-MPNN (2D),8202.45,2.2785,2h 16m 42s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,3,gpu,GIN (2D),80.94,0.0225,1m 21s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,3,gpu,GIN (3D),118.48,0.0329,1m 58s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,3,gpu,SMILES LSTM,109.14,0.0303,1m 49s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,3,gpu,SchNet (3D coords),124.64,0.0346,2m 5s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,4,gpu,D-MPNN (2D),7264.48,2.0179,2h 1m 4s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,4,gpu,GIN (2D),78.43,0.0218,1m 18s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,4,gpu,GIN (3D),78.04,0.0217,1m 18s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,4,gpu,SMILES LSTM,106.1,0.0295,1m 46s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,random,4,gpu,SchNet (3D coords),124.35,0.0345,2m 4s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,scaffold,0,gpu,D-MPNN (2D),7591.0,2.1086,2h 6m 31s,history_mtime,approx from history file mtime deltas
freesolv,scaffold,0,gpu,GIN (3D),934.0,0.2594,15m 34s,history_mtime,approx from history file mtime deltas
freesolv,scaffold,0,gpu,SMILES LSTM,9895.0,2.7486,2h 44m 55s,history_mtime,approx from history file mtime deltas
freesolv,scaffold,0,gpu,SchNet (3D coords),3145.0,0.8736,52m 25s,history_mtime,approx from history file mtime deltas
freesolv,scaffold,1,gpu,D-MPNN (2D),6853.0,1.9036,1h 54m 13s,history_mtime,approx from history file mtime deltas
freesolv,scaffold,1,gpu,GIN (3D),803.0,0.2231,13m 23s,history_mtime,approx from history file mtime deltas
freesolv,scaffold,1,gpu,SMILES LSTM,9711.0,2.6975,2h 41m 51s,history_mtime,approx from history file mtime deltas
freesolv,scaffold,1,gpu,SchNet (3D coords),4014.0,1.115,1h 6m 54s,history_mtime,approx from history file mtime deltas
freesolv,scaffold,2,gpu,D-MPNN (2D),6386.73,1.7741,1h 46m 27s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,scaffold,2,gpu,GIN (2D),57.62,0.016,57.6s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,scaffold,2,gpu,GIN (3D),103.06,0.0286,1m 43s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,scaffold,2,gpu,SMILES LSTM,138.05,0.0383,2m 18s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,scaffold,2,gpu,SchNet (3D coords),183.59,0.051,3m 4s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,scaffold,3,gpu,D-MPNN (2D),6639.12,1.8442,1h 50m 39s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,scaffold,3,gpu,GIN (2D),54.68,0.0152,54.7s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,scaffold,3,gpu,GIN (3D),110.49,0.0307,1m 50s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,scaffold,3,gpu,SMILES LSTM,98.38,0.0273,1m 38s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,scaffold,3,gpu,SchNet (3D coords),163.47,0.0454,2m 43s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,scaffold,4,gpu,D-MPNN (2D),6292.25,1.7478,1h 44m 52s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,scaffold,4,gpu,GIN (2D),49.59,0.0138,49.6s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,scaffold,4,gpu,GIN (3D),90.44,0.0251,1m 30s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,scaffold,4,gpu,SMILES LSTM,122.41,0.034,2m 2s,notebook_cell,Jupyter cell wall time (HPO + final train)
freesolv,scaffold,4,gpu,SchNet (3D coords),142.92,0.0397,2m 23s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,0,gpu,GIN (2D),868.0,0.2411,14m 28s,history_mtime,approx from history file mtime deltas (from SLURM job start; includes setup)
hiv,random,0,gpu,GIN (3D),7904.0,2.1956,2h 11m 44s,history_mtime,approx from history file mtime deltas
hiv,random,0,gpu,SMILES LSTM,2674.8,0.743,44m 35s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,0,gpu,SchNet (3D coords),96123.0,26.7008,26h 42m 3s,history_mtime,approx from history file mtime deltas
hiv,random,1,gpu,D-MPNN (2D),394434.72,109.5652,109h 33m 55s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,1,gpu,GIN (2D),885.0,0.2458,14m 45s,history_mtime,approx from history file mtime deltas (from SLURM job start; includes setup)
hiv,random,1,gpu,GIN (3D),638.35,0.1773,10m 38s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,1,gpu,SMILES LSTM,2440.24,0.6778,40m 40s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,1,gpu,SchNet (3D coords),1104.67,0.3069,18m 25s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,2,gpu,GIN (2D),939.0,0.2608,15m 39s,history_mtime,approx from history file mtime deltas (from SLURM job start; includes setup)
hiv,random,3,cpu,Combined + XGBoost,1019.49,0.2832,16m 59s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,3,cpu,Descriptors + RF,747.58,0.2077,12m 28s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,3,cpu,Descriptors + SVM,122.02,0.0339,2m 2s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,3,cpu,Descriptors + XGBoost,230.82,0.0641,3m 51s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,3,cpu,Morgan + RF,4299.76,1.1944,1h 11m 40s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,3,cpu,Morgan + SVM,2986.62,0.8296,49m 47s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,3,cpu,Morgan + XGBoost,877.6,0.2438,14m 38s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,3,gpu,GIN (2D),53837.0,14.9547,14h 57m 17s,history_mtime,approx from history file mtime deltas (from SLURM job start; includes setup)
hiv,random,4,cpu,Combined + XGBoost,1219.34,0.3387,20m 19s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,4,cpu,Descriptors + RF,828.98,0.2303,13m 49s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,4,cpu,Descriptors + SVM,158.74,0.0441,2m 39s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,4,cpu,Descriptors + XGBoost,237.77,0.066,3m 58s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,4,cpu,Morgan + RF,4718.9,1.3108,1h 18m 39s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,4,cpu,Morgan + SVM,1732.49,0.4812,28m 52s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,4,cpu,Morgan + XGBoost,1006.25,0.2795,16m 46s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,4,gpu,D-MPNN (2D),402087.22,111.6909,111h 41m 27s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,4,gpu,GIN (2D),46285.0,12.8569,12h 51m 25s,history_mtime,approx from history file mtime deltas (from SLURM job start; includes setup)
hiv,random,4,gpu,GIN (3D),686.38,0.1907,11m 26s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,4,gpu,SMILES LSTM,1811.46,0.5032,30m 11s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,random,4,gpu,SchNet (3D coords),1124.21,0.3123,18m 44s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,scaffold,0,gpu,D-MPNN (2D),283063.0,78.6286,78h 37m 43s,history_mtime,approx from history file mtime deltas
hiv,scaffold,0,gpu,GIN (3D),4927.0,1.3686,1h 22m 7s,history_mtime,approx from history file mtime deltas
hiv,scaffold,0,gpu,SMILES LSTM,415094.0,115.3039,115h 18m 14s,history_mtime,approx from history file mtime deltas
hiv,scaffold,0,gpu,SchNet (3D coords),69317.0,19.2547,19h 15m 17s,history_mtime,approx from history file mtime deltas
hiv,scaffold,1,cpu,Combined + XGBoost,1118.99,0.3108,18m 39s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,scaffold,1,cpu,Descriptors + RF,864.17,0.24,14m 24s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,scaffold,1,cpu,Descriptors + SVM,112.66,0.0313,1m 53s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,scaffold,1,cpu,Descriptors + XGBoost,221.5,0.0615,3m 42s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,scaffold,1,cpu,Morgan + RF,4396.23,1.2212,1h 13m 16s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,scaffold,1,cpu,Morgan + SVM,2377.93,0.6605,39m 38s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,scaffold,1,cpu,Morgan + XGBoost,875.89,0.2433,14m 36s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,scaffold,1,gpu,D-MPNN (2D),340428.75,94.5635,94h 33m 49s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,scaffold,1,gpu,GIN (3D),555.37,0.1543,9m 15s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,scaffold,1,gpu,SchNet (3D coords),801.25,0.2226,13m 21s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,scaffold,2,cpu,Combined + XGBoost,1017.13,0.2825,16m 57s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,scaffold,2,cpu,Descriptors + RF,699.96,0.1944,11m 40s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,scaffold,2,cpu,Descriptors + SVM,106.98,0.0297,1m 47s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,scaffold,2,cpu,Descriptors + XGBoost,253.89,0.0705,4m 14s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,scaffold,2,cpu,Morgan + RF,5383.27,1.4954,1h 29m 43s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,scaffold,2,cpu,Morgan + SVM,1005.15,0.2792,16m 45s,notebook_cell,Jupyter cell wall time (HPO + final train)
hiv,scaffold,2,cpu,Morgan + XGBoost,822.47,0.2285,13m 42s,notebook_cell,Jupyter cell wall time (HPO + final train)
